
2019国际乒联男子世界杯,在售中,2019.11.29,2019.12.01,,四川省体育馆,104.066145,30.633201,4,,                                            	                	                          
CBA19-20赛季第23轮 四川五粮金樽VS北京首钢,在售中,2019.12.31 19:35,,,成都温江区体育馆,103.833843,30.693649,4,,                                            	                	      
CBA19-20赛季第12轮 四川五粮金樽VS北京控股,在售中,2019.12.01 19:35,,,成都温江区体育馆,103.833843,30.693649,4,,                                            	                	      
CBA19-20赛季第16轮 四川五粮金樽VS苏州肯帝亚,在售中,2019.12.13 19:35,,,成都温江区体育馆,103.833843,30.693649,4,,                                            	                	      
CBA19-20赛季第18轮 四川五粮金樽VS山东西王,在售中,2019.12.17 19:35,,,成都温江区体育馆,103.833843,30.693649,4,,                                            	                	      
CBA19-20赛季第20轮 四川五粮金樽VS浙江稠州银行,在售中,2019.12.22 19:35,,,成都温江区体育馆,103.833843,30.693649,4,,                                            	                	  
Copell Hackathon/黑客松: 城市极客 | 极客让成都更美好,正在进行,2019.11.30,2019.12.01,,侠客岛里办公空间(花园岛),104.094997,30.649705,4,自2017年，成都规划出未来成都新经济发展的走向后，成都新经济正在急速发展另一方面，新一轮科技革命和产业变革正以不可逆转的力量推动着全球的人类社会加速向前，同时，由科技飞速发展带来的各类问题也正在逐步出现在我们的眼前。我们活在成都，我们能为成都做些什么呢？
